source,file_path,sheet_name,mime_type,labels_path,uuid
abs_spreadsheets,spreadsheets/6291024a__74.xlsx,Data2,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,annotations/annotations_4b58ee4c-005d-477d-8a2b-d134ad8e9c83.npz,4b58ee4c-005d-477d-8a2b-d134ad8e9c83
abs_spreadsheets,spreadsheets/7215004__75.xlsx,Data1,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,annotations/annotations_2e056a7d-828b-46be-b598-bb9f113abd07.npz,2e056a7d-828b-46be-b598-bb9f113abd07
abs_spreadsheets,spreadsheets/6124055002ds0012_2019__77.xls,Table 7.3,application/vnd.ms-excel,annotations/annotations_5a797996-9d47-4b30-beb5-cb0dffebf70c.npz,5a797996-9d47-4b30-beb5-cb0dffebf70c
abs_spreadsheets,spreadsheets/6291014b__78.xls,Data1,application/vnd.ms-excel,annotations/annotations_89fd587a-bbc5-4ed1-858a-17253cb1a79b.npz,89fd587a-bbc5-4ed1-858a-17253cb1a79b
abs_spreadsheets,spreadsheets/5368013a__79.xlsx,Data1,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,annotations/annotations_3b197fdc-371a-447c-87cd-556f435ded20.npz,3b197fdc-371a-447c-87cd-556f435ded20
abs_spreadsheets,spreadsheets/87310077__80.xls,Data1,application/vnd.ms-excel,annotations/annotations_aa5adc7c-ba0e-4daa-9865-f954cfd7289f.npz,aa5adc7c-ba0e-4daa-9865-f954cfd7289f
abs_spreadsheets,spreadsheets/5368036g__81.xlsx,Data2,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,annotations/annotations_9d4361b9-c669-44d7-b4d1-6c97d63ceee7.npz,9d4361b9-c669-44d7-b4d1-6c97d63ceee7
abs_spreadsheets,spreadsheets/5676003__83.xls,Data1,application/vnd.ms-excel,annotations/annotations_bb5f5542-2791-4dc2-b0d7-63135e2203ae.npz,bb5f5542-2791-4dc2-b0d7-63135e2203ae
abs_spreadsheets,spreadsheets/87520076__84.xlsx,Data1,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,annotations/annotations_d66e1158-6e75-4a63-b965-8e848d01580b.npz,d66e1158-6e75-4a63-b965-8e848d01580b
abs_spreadsheets,spreadsheets/7215DO002_202106__85.xls,Table 2,application/vnd.ms-excel,annotations/annotations_8f7c4554-62d8-4108-9b10-a08f58da335d.npz,8f7c4554-62d8-4108-9b10-a08f58da335d
abs_spreadsheets,spreadsheets/87310029__86.xlsx,Data1,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,annotations/annotations_5d4a71be-915a-4e3d-a06b-8b2e94fd7617.npz,5d4a71be-915a-4e3d-a06b-8b2e94fd7617
abs_spreadsheets,spreadsheets/46100DO001_202122__93.xlsx,Table 1.2,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,annotations/annotations_dd5b410d-4d8a-4435-89ba-5482aa07f0e0.npz,dd5b410d-4d8a-4435-89ba-5482aa07f0e0
abs_spreadsheets,spreadsheets/6291016b__95.xls,Data5,application/vnd.ms-excel,annotations/annotations_38941452-3ba7-4b78-87bf-05f2bd1fcbdc.npz,38941452-3ba7-4b78-87bf-05f2bd1fcbdc
abs_spreadsheets,spreadsheets/87520067__96.xlsx,Data1,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,annotations/annotations_af5d03be-8dc9-4cfe-ba23-b9d98aef462d.npz,af5d03be-8dc9-4cfe-ba23-b9d98aef462d
abs_spreadsheets,spreadsheets/536803__97.xlsx,Data1,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,annotations/annotations_67b8a9b7-1dcc-41d6-8152-8e2fb9832080.npz,67b8a9b7-1dcc-41d6-8152-8e2fb9832080
abs_spreadsheets,spreadsheets/56760015__98.xls,Data1,application/vnd.ms-excel,annotations/annotations_ca087066-2813-4296-b636-d22a3d0d539a.npz,ca087066-2813-4296-b636-d22a3d0d539a
abs_spreadsheets,spreadsheets/87310074__99.xls,Data1,application/vnd.ms-excel,annotations/annotations_127865ab-2d0e-4588-a87a-642ef77d2b62.npz,127865ab-2d0e-4588-a87a-642ef77d2b62
bea_spreadsheets,spreadsheets/Part%20I%20H3-H12__2.xls,I.H 11,application/vnd.ms-excel,annotations/annotations_a9725c5f-8726-4c71-8646-c2dc8157ebce.npz,a9725c5f-8726-4c71-8646-c2dc8157ebce
bea_spreadsheets,spreadsheets/Part%20I%20G1-G5%20__3.xls,Table I.G 3,application/vnd.ms-excel,annotations/annotations_5c1bc3ea-2af2-4d70-aab7-c48044fb0cc4.npz,5c1bc3ea-2af2-4d70-aab7-c48044fb0cc4
bea_spreadsheets,spreadsheets/Part%20I%20H3-H12__4.xls,I.H 4,application/vnd.ms-excel,annotations/annotations_0c19d336-fe6b-4732-aa4f-3e944063937f.npz,0c19d336-fe6b-4732-aa4f-3e944063937f
bea_spreadsheets,spreadsheets/Part%20II%20B1-2-B12%20__6.xls,II.B 11,application/vnd.ms-excel,annotations/annotations_540a2362-0a5f-4c35-87cd-f0e935254bf6.npz,540a2362-0a5f-4c35-87cd-f0e935254bf6
bea_spreadsheets,spreadsheets/Part%20II%20H1-H13__8.xls,Table II.H 12,application/vnd.ms-excel,annotations/annotations_c4239fce-31df-43fb-b936-1b65ff70db8d.npz,c4239fce-31df-43fb-b936-1b65ff70db8d
bea_spreadsheets,spreadsheets/Part%20II%20A1-A2%20__10.xls,II.A 2(4),application/vnd.ms-excel,annotations/annotations_2ee1a8d4-faee-4d35-a0db-ea58f3e1a1dc.npz,2ee1a8d4-faee-4d35-a0db-ea58f3e1a1dc
bea_spreadsheets,spreadsheets/Part%20I%20K1-R2%20__11.xls,I.R 2,application/vnd.ms-excel,annotations/annotations_792e5bcd-ae4f-4fbe-b833-47b7d73ebaf5.npz,792e5bcd-ae4f-4fbe-b833-47b7d73ebaf5
bea_spreadsheets,spreadsheets/Part%20I%20Q1__12.xls,I.Q 1(3),application/vnd.ms-excel,annotations/annotations_be747ab9-4dd5-4394-bbc2-98e94e0a8b84.npz,be747ab9-4dd5-4394-bbc2-98e94e0a8b84
bea_spreadsheets,spreadsheets/Part%20II%20D1-D13%20__13.xls,II.D 1,application/vnd.ms-excel,annotations/annotations_d1311943-a6ee-462c-892c-ce3d2ed96059.npz,d1311943-a6ee-462c-892c-ce3d2ed96059
bea_spreadsheets,spreadsheets/Part%20I%20G1-G5__14.xls,Table I.G 3,application/vnd.ms-excel,annotations/annotations_179a1990-128a-47af-9534-c2b972ed1e53.npz,179a1990-128a-47af-9534-c2b972ed1e53
bea_spreadsheets,spreadsheets/Part%20II%20G1-G5%20__16.xls,II.G 4,application/vnd.ms-excel,annotations/annotations_a9517fc3-0de1-4b9b-9c10-6b520e8a94ed.npz,a9517fc3-0de1-4b9b-9c10-6b520e8a94ed
bea_spreadsheets,spreadsheets/Part%20I%20K1-R2%20__17.xls,I.O 2,application/vnd.ms-excel,annotations/annotations_574ca830-99a3-4ff3-83a4-79881360876f.npz,574ca830-99a3-4ff3-83a4-79881360876f
bea_spreadsheets,spreadsheets/Part%20I%20A1-A2%20__19.xls,I.A 2(1),application/vnd.ms-excel,annotations/annotations_1b7d3250-1e14-4a6f-9efb-ae7185d90e28.npz,1b7d3250-1e14-4a6f-9efb-ae7185d90e28
bea_spreadsheets,spreadsheets/Part%20I%20A1-A2%20__20.xls,I.A 2(2),application/vnd.ms-excel,annotations/annotations_6ae534ff-f65f-4e8d-af48-ba428541e4d5.npz,6ae534ff-f65f-4e8d-af48-ba428541e4d5
bea_spreadsheets,spreadsheets/Part%20III%20A1__21.xls,III.A 1,application/vnd.ms-excel,annotations/annotations_f7287e0e-2ab6-43c4-95db-3596897c5b0a.npz,f7287e0e-2ab6-43c4-95db-3596897c5b0a
bea_spreadsheets,spreadsheets/Part%20I%20N1-P1%20__22.xls,I.O 2(6),application/vnd.ms-excel,annotations/annotations_98c0992f-c9cb-4c18-b39a-0da50066d32e.npz,98c0992f-c9cb-4c18-b39a-0da50066d32e
bea_spreadsheets,spreadsheets/Part%20I%20G1-G7__23.xls,Table I.G 1,application/vnd.ms-excel,annotations/annotations_0d37a123-47cf-4230-a49d-2668a427b741.npz,0d37a123-47cf-4230-a49d-2668a427b741
bea_spreadsheets,spreadsheets/Part%20II%20E1-E17__24.xls,Table II.E 8,application/vnd.ms-excel,annotations/annotations_fb1a5eeb-43aa-4772-8aea-045e69a77997.npz,fb1a5eeb-43aa-4772-8aea-045e69a77997
bea_spreadsheets,spreadsheets/Part%20II%20I1-I10__28.xls,II.I 9,application/vnd.ms-excel,annotations/annotations_28a2a08e-d233-4ea6-92f7-e7823a501852.npz,28a2a08e-d233-4ea6-92f7-e7823a501852
bea_spreadsheets,spreadsheets/Part%20I%20D1-D12%20__29.xls,I.D 1,application/vnd.ms-excel,annotations/annotations_79ec7b5f-3b16-4f50-9bda-fc09a3eea95d.npz,79ec7b5f-3b16-4f50-9bda-fc09a3eea95d
bea_spreadsheets,spreadsheets/Part%20II%20F1-F9%20__31.xls,II.F 8,application/vnd.ms-excel,annotations/annotations_8eb8f551-a0fb-4b0f-b160-4f597bfe96a2.npz,8eb8f551-a0fb-4b0f-b160-4f597bfe96a2
bea_spreadsheets,spreadsheets/Part%20II%20C4-C6%20__32.xls,II.C 6,application/vnd.ms-excel,annotations/annotations_c73ed46d-24f6-4dc5-8294-e624f868a703.npz,c73ed46d-24f6-4dc5-8294-e624f868a703
bea_spreadsheets,spreadsheets/Part%20I%20G1-G5%20__33.xls,Table I.G 1,application/vnd.ms-excel,annotations/annotations_bb4634a2-465f-4090-ad23-01c7b3bd1462.npz,bb4634a2-465f-4090-ad23-01c7b3bd1462
bea_spreadsheets,spreadsheets/Part%20II%20A1-A2__34.xls,Table II. A 2(2),application/vnd.ms-excel,annotations/annotations_34e73b52-3aa8-4a27-89da-7487537ab3f8.npz,34e73b52-3aa8-4a27-89da-7487537ab3f8
bea_spreadsheets,spreadsheets/Part%20II%20J1-J2__35.xls,II.J1,application/vnd.ms-excel,annotations/annotations_8cfb4963-bd91-47ac-91dc-479eb3a35368.npz,8cfb4963-bd91-47ac-91dc-479eb3a35368
bea_spreadsheets,spreadsheets/Part%20I%20D3-D12%20__40.xls,Table I.D 10,application/vnd.ms-excel,annotations/annotations_365cb0bb-a48d-4569-9db5-012c537b4504.npz,365cb0bb-a48d-4569-9db5-012c537b4504
bea_spreadsheets,spreadsheets/Part%20II%20C4-C6%20__42.xls,II.C 6,application/vnd.ms-excel,annotations/annotations_690bf705-99c4-4f83-b1bf-ca2b0f8340ea.npz,690bf705-99c4-4f83-b1bf-ca2b0f8340ea
bea_spreadsheets,spreadsheets/Part%20I%20D3-D12__43.xls,Table I.D 9,application/vnd.ms-excel,annotations/annotations_26af794f-ed4b-4f78-b3d1-f3a75808cf93.npz,26af794f-ed4b-4f78-b3d1-f3a75808cf93
bea_spreadsheets,spreadsheets/Part%20I%20B1-B8%20__44.xls,I.B 1,application/vnd.ms-excel,annotations/annotations_d931bcf6-861b-4ce0-9318-717c0c13fc4e.npz,d931bcf6-861b-4ce0-9318-717c0c13fc4e
bea_spreadsheets,spreadsheets/Part%20I%20S1-T1__45.xls,I.T 1,application/vnd.ms-excel,annotations/annotations_c90259b8-f9b7-4592-9893-0f10735fa260.npz,c90259b8-f9b7-4592-9893-0f10735fa260
bea_spreadsheets,spreadsheets/Part%20II%20I3-I12__46.xls,Table II.I 3,application/vnd.ms-excel,annotations/annotations_f7c917cd-2555-4dce-ae73-c778c11bbd60.npz,f7c917cd-2555-4dce-ae73-c778c11bbd60
bea_spreadsheets,spreadsheets/Part%20I%20G1-G5%20__47.xls,Table I.G 2,application/vnd.ms-excel,annotations/annotations_1a8a00bf-1c83-4d9c-9a10-af5216d5fde6.npz,1a8a00bf-1c83-4d9c-9a10-af5216d5fde6
bea_spreadsheets,spreadsheets/Personal%20Income%20Inequality%20Metrics%20by%20State__49.xlsx,PI Inequality Metrics by State,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,annotations/annotations_22001716-f2e9-4b98-a632-a656dbe22a65.npz,22001716-f2e9-4b98-a632-a656dbe22a65
bea_spreadsheets,spreadsheets/Part%20II%20B1-2-B12%20__53.xls,II.B 6,application/vnd.ms-excel,annotations/annotations_0c6b46f2-d6b4-42e4-8cd3-6f3413170e6e.npz,0c6b46f2-d6b4-42e4-8cd3-6f3413170e6e
bea_spreadsheets,spreadsheets/Part%20II%20D1-D13__54.xls,Table II.D 3,application/vnd.ms-excel,annotations/annotations_25055e94-95bb-4b27-b8d2-d5a81a2158bb.npz,25055e94-95bb-4b27-b8d2-d5a81a2158bb
bea_spreadsheets,spreadsheets/Part%20I%20A1-A2%20__59.xls,I.A 2(3),application/vnd.ms-excel,annotations/annotations_febc8e85-23a8-4385-bd92-1d810c837632.npz,febc8e85-23a8-4385-bd92-1d810c837632
bea_spreadsheets,spreadsheets/Part%20II%20A1-A2%20__60.xls,II.A 2(1),application/vnd.ms-excel,annotations/annotations_b9f450ac-d14c-4242-b9c8-1e84e60fd49c.npz,b9f450ac-d14c-4242-b9c8-1e84e60fd49c
bea_spreadsheets,spreadsheets/Part%20II%20J1-J2__61.xls,II.J2,application/vnd.ms-excel,annotations/annotations_0dd6ddda-0c87-4730-a43e-fadfb94b5719.npz,0dd6ddda-0c87-4730-a43e-fadfb94b5719
bea_spreadsheets,spreadsheets/SDMX-NA_MAIN_OECD_T0501_V1.9%20__62.xlsx,V,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,annotations/annotations_21f40c7a-dc2c-43d3-8206-bec9d8923172.npz,21f40c7a-dc2c-43d3-8206-bec9d8923172
bea_spreadsheets,spreadsheets/Part%20II%20I3-I12__63.xls,Table II.I 3,application/vnd.ms-excel,annotations/annotations_7e83e151-e968-468f-bf81-a785f876f5fe.npz,7e83e151-e968-468f-bf81-a785f876f5fe
bea_spreadsheets,spreadsheets/Part%20I%20C4-C5%20__64.xls,I.C 4,application/vnd.ms-excel,annotations/annotations_e4d6226a-ea44-46a9-8742-7ef592e9ac19.npz,e4d6226a-ea44-46a9-8742-7ef592e9ac19
bea_spreadsheets,spreadsheets/Part%20II%20E1-E18%20__65.xls,II.E 12,application/vnd.ms-excel,annotations/annotations_37f2b878-e715-4b17-81d6-f4f2adc98f7c.npz,37f2b878-e715-4b17-81d6-f4f2adc98f7c
bea_spreadsheets,spreadsheets/Part%20II%20G1-G5%20__66.xls,II.G 5,application/vnd.ms-excel,annotations/annotations_ba8df29f-ed74-4295-aa39-c534f0c6173c.npz,ba8df29f-ed74-4295-aa39-c534f0c6173c
bea_spreadsheets,spreadsheets/Part%20II%20F1-F9%20__68.xls,II.F 1,application/vnd.ms-excel,annotations/annotations_a1ed6083-187a-454f-941b-e96f5267ebbe.npz,a1ed6083-187a-454f-941b-e96f5267ebbe
bea_spreadsheets,spreadsheets/Part%20I%20A1-A2__69.xls,Table I.A 2(4),application/vnd.ms-excel,annotations/annotations_5312eb5a-9eb0-4cc4-ac2e-cf3efbc11ef2.npz,5312eb5a-9eb0-4cc4-ac2e-cf3efbc11ef2
bea_spreadsheets,spreadsheets/Part%20II%20H1-H13__72.xls,Table II.H 1,application/vnd.ms-excel,annotations/annotations_1de8b51c-ed95-40b9-9c69-eee5cbe6172e.npz,1de8b51c-ed95-40b9-9c69-eee5cbe6172e
bea_spreadsheets,spreadsheets/Part%20I%20D3-D12%20__73.xls,Table I.D 10,application/vnd.ms-excel,annotations/annotations_779eba26-9d13-4dbb-8bf2-6c5a2e910131.npz,779eba26-9d13-4dbb-8bf2-6c5a2e910131
bea_spreadsheets,spreadsheets/Part%20II%20G1-G5%20__81.xls,II.G 3,application/vnd.ms-excel,annotations/annotations_7d0695d9-6143-414f-80cd-a925dd00942a.npz,7d0695d9-6143-414f-80cd-a925dd00942a
bea_spreadsheets,spreadsheets/Currency%20use%20Table__83.xlsx,Sheet1,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,annotations/annotations_023ce821-bc6b-4599-9223-96d0a0099498.npz,023ce821-bc6b-4599-9223-96d0a0099498
bea_spreadsheets,spreadsheets/Part%20II%20C4-C6__85.xls,Table II.C 6,application/vnd.ms-excel,annotations/annotations_14a15c90-f439-46b2-8864-1121ff8bd224.npz,14a15c90-f439-46b2-8864-1121ff8bd224
